ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
4471,Salas M.,S A L A S   M .,0,0,0,0,0,0,0,0,0,0,1,1,12,173,R,B,5,4,90,36,81,80,82,80,87,81,81,79,77,74,72,71,90,82,87,74,71,88,90,82,82,83,50,76,5,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,1,1,1,1,24,75,Chile,2,0,1,-4,0,0,0,0,0,0,0,0,0,0,R,White,0,0,Lazio,8
4472,Lizarazu,L I Z A R A Z U,0,0,0,1,0,1,0,0,0,0,0,0,4,169,L,L,5,5,80,88,78,92,86,87,70,78,82,78,77,79,80,80,65,80,65,70,69,80,78,84,72,80,50,70,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,2,1,1,36,73,France,1,0,1,-1,-3,0,3,1,0,0,2,3,2,-2,N,None,0,0,Bayern Monaco,30
4473,Giannini,G I A N N I N I,0,0,0,0,0,0,0,0,1,0,0,0,9,177,R,B,6,5,82,48,78,82,76,78,84,82,86,80,88,82,86,80,82,80,84,80,82,62,64,88,68,84,50,84,8,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,B,3,1,1,1,26,70,Italy,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Roma,30
4474,Juninho Pau.,JUNINHO PAU.,0,0,0,0,0,0,1,0,1,0,1,0,9,165,R,B,5,5,80,50,83,73,82,83,83,91,90,84,83,89,78,70,78,85,71,79,74,60,69,88,83,66,50,65,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,2,2,1,1,33,58,Brazil,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Middlesbrough,2
4475,Weah,W  E  A  H,0,0,0,0,0,0,0,0,0,1,1,1,12,185,R,R,6,6,90,50,82,76,88,92,84,76,91,87,75,76,75,74,91,86,90,70,67,89,90,82,85,80,50,77,6,4,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,A,1,1,1,1,29,82,Liberia,4,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Milan,14
4476,Best,B  E  S  T,0,0,0,0,0,0,0,0,0,0,1,1,10,175,R,B,7,5,94,30,64,70,88,90,84,90,94,90,74,68,68,69,86,80,88,78,90,76,76,96,72,75,50,68,5,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,4,1,1,1,22,68,Northern Ireland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Manchester United,7
4477,Guardiola,GUARDIOLA,0,0,0,0,1,0,0,0,0,0,0,0,5,181,R,B,6,6,74,66,68,70,72,74,75,72,80,71,87,80,90,83,69,76,70,80,83,60,67,89,65,80,50,88,7,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,B,3,2,1,1,35,76,Spain,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Barcellona,21
4478,Boban,B O B A N,0,0,0,0,0,0,1,0,1,0,0,0,9,183,R,B,6,6,81,65,82,82,76,75,81,79,85,77,86,80,85,80,79,83,81,75,74,76,73,87,82,85,50,82,6,5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,B,3,2,1,1,27,79,Croatia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Milan,13
4479,Sforza,S F O R Z A,0,1,0,0,1,0,1,0,1,0,0,0,5,180,R,B,5,5,72,78,80,84,76,74,82,76,78,76,85,82,85,82,72,80,72,70,72,72,76,82,78,84,50,84,5,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,B,3,2,1,1,28,78,Switzerland,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Grasshopper,21
4480,Salas F.,S A L A S   F .,0,0,0,0,0,0,0,0,1,0,1,0,11,165,R,R,4,5,77,47,66,79,78,86,71,88,84,87,75,76,72,68,70,72,68,74,74,58,76,81,81,63,50,66,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,25,64,Ecuador,3,0,1,-4,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Stella Rossa,18
4481,Sergi,S  E  R  G  I,0,0,0,1,0,1,0,0,0,0,0,0,4,174,R,L,7,7,73,78,77,90,80,82,78,78,78,80,74,77,78,77,65,82,65,60,68,73,80,76,77,81,50,83,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,68,Spain,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Barcellona,23
4482,Suker,S  U  K  E  R,0,0,0,0,0,0,0,0,0,0,1,1,12,183,L,B,4,3,90,40,80,84,78,83,90,86,86,79,78,72,75,67,94,84,89,65,65,73,75,90,93,85,50,80,6,6,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,B,1,1,1,1,30,78,Croatia,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Siviglia,7
4483,Di Stefano,DI STEFANO,0,0,0,0,0,0,0,0,1,0,0,1,9,175,R,B,7,5,92,68,78,90,85,84,88,90,94,92,92,91,88,90,90,88,88,82,80,82,75,93,65,90,50,90,8,6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,A,2,1,1,1,31,76,Spain,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Real Madrid,22
4484,Simeone,S I M E O N E,0,0,1,0,1,0,0,0,0,0,0,0,5,180,R,B,5,5,71,78,82,76,67,69,84,69,71,69,81,76,77,72,71,79,72,66,63,90,78,82,62,88,50,84,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,B,1,1,1,1,36,77,Argentina,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,R,White,0,0,Atletico Madrid,5
4485,Law NEW,L A W   N E W,0,0,0,0,0,0,0,0,0,0,1,1,11,175,R,B,7,6,97,33,80,86,84,86,93,86,83,84,75,70,73,73,95,83,99,76,70,98,97,86,90,73,50,90,7,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,1,1,1,1,24,71,Scotland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Manchester United,11
4486,Savicevic,SAVICEVIC,0,0,0,0,0,0,0,0,1,1,0,0,10,180,L,L,5,4,82,38,74,73,80,82,78,86,92,88,85,80,84,80,82,86,85,82,85,70,72,92,78,68,50,70,5,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,B,2,2,1,1,27,77,Serbia and Montenegro,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Milan,15
4487,Dzajic,D Z A J I C,0,0,0,0,0,0,0,0,0,1,0,0,10,174,L,L,5,5,95,30,75,82,91,93,74,88,94,86,85,73,99,73,88,85,83,97,98,70,72,96,87,85,50,68,5,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,1,2,1,1,24,77,Serbia and Montenegro,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Stella Rossa,27
4488,Ravelli,R A V E L L I,1,0,0,0,0,0,0,0,0,0,0,0,0,187,R,B,4,4,30,96,83,58,69,72,92,75,46,44,48,47,54,65,44,82,40,48,47,45,87,55,64,78,95,75,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,1,1,1,31,82,Sweden,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,,0
4489,Yeboah,Y E B O A H,0,0,0,0,0,0,0,0,1,0,0,1,12,180,R,B,5,5,86,29,90,80,82,85,82,78,75,76,70,73,68,69,81,94,85,67,55,78,87,82,82,80,50,74,5,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,29,88,Ghana,4,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Leeds United,13
4490,Brolin,BROLIN,0,0,0,0,0,0,0,0,1,1,1,1,11,176,R,B,4,4,86,42,84,84,81,82,87,86,86,84,84,80,82,77,85,84,87,68,70,76,75,87,74,79,50,80,7,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,73,Sweden,1,0,1,4,-2,0,1,1,2,0,1,1,0,-1,N,None,0,0,Parma,31
4491,Stojkovic,STOJKOVIC,0,0,0,0,0,0,0,0,1,0,1,0,11,175,R,B,6,5,87,52,73,80,81,83,84,88,94,83,93,82,94,80,87,82,92,90,88,70,65,97,80,84,50,85,7,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,B,3,2,1,1,28,73,Serbia and Montenegro,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Stella Rossa,28
4492,Montero,M O N T E R O,0,1,1,0,0,0,0,0,0,0,0,0,3,179,L,B,4,4,52,88,86,82,76,74,84,72,74,73,75,81,77,73,59,72,68,62,62,80,78,64,95,88,50,82,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,B,1,1,1,1,28,74,Uruguay,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Juventus,7
4493,Paulo Sousa,PAULO SOUSA,0,0,0,1,1,0,1,1,0,0,0,0,5,177,R,R,5,5,70,79,78,82,74,74,82,80,82,78,88,82,88,81,68,74,78,78,83,67,72,88,70,88,50,90,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,B,1,2,1,1,26,76,Portugal,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Juventus,18
4494,Vagner Love,VAGNER LOVE,0,0,0,0,0,0,0,0,0,0,0,1,12,171,R,B,6,5,80,34,73,81,84,86,82,93,79,80,72,65,67,64,83,78,80,62,60,77,83,75,77,66,50,74,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,22,72,Brazil,4,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Corinthians,27
4495,Andersson P.,ANDERSSON P.,0,1,1,0,1,0,0,0,0,0,0,0,3,185,R,B,5,5,55,93,93,80,75,73,87,75,70,74,76,76,83,77,63,83,68,77,70,86,81,76,63,77,50,83,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,C,1,1,1,1,30,81,Sweden,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Borussia M'Gladbach,27
4496,M'Boma,M B O M A,0,0,0,0,0,0,0,0,0,0,1,1,12,185,L,B,4,4,82,30,87,79,81,79,82,78,78,75,72,71,66,68,82,88,82,58,58,86,84,78,80,77,50,72,6,6,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,1,2,1,1,29,85,Cameroon,4,0,1,-4,0,0,1,1,0,0,0,-1,-2,2,R,White,0,0,Cagliari,2
4497,Balakov,B A L A K O V,0,0,0,0,1,0,0,0,1,0,0,0,9,176,L,B,4,4,84,60,84,80,75,73,77,77,88,73,93,81,91,76,82,81,83,90,85,73,72,91,71,90,50,84,6,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,3,2,1,1,30,72,Bulgaria,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Stoccarda,9
4498,Delvecchio,DELVECCHIO,0,0,0,0,0,0,0,1,0,1,1,1,12,186,L,L,6,6,84,44,84,84,82,80,82,76,78,76,74,72,68,66,82,84,80,60,62,82,80,78,82,80,50,80,6,7,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,28,80,Italy,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,R,White,0,0,Roma,6
4499,Schmeichel P.,SCHMEICHEL P.,1,0,0,0,0,0,0,0,0,0,0,0,0,196,R,B,5,5,45,88,94,60,69,75,88,77,55,52,62,63,75,81,47,85,50,48,50,55,84,64,78,88,88,78,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A,1,1,1,4,32,100,Denmark,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Manchester United,19
4500,Lentini,L E N T I N I,0,0,0,0,0,0,0,1,0,1,0,0,10,181,R,B,6,5,84,47,81,84,92,91,83,83,87,90,82,78,86,86,80,80,88,73,75,83,84,88,86,70,50,68,6,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,23,82,Italy,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Torino,20
4501,Cavenaghi,CAVENAGHI,0,0,0,0,0,0,0,0,0,0,0,1,12,178,R,B,6,6,84,39,78,82,83,85,86,83,81,78,73,75,70,72,86,82,85,80,75,84,82,83,80,73,50,78,6,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,23,81,Argentina,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Bordeaux,32
4502,Puskas,P U S K A S,0,0,0,0,0,0,0,0,0,0,1,1,12,172,L,B,6,4,98,38,80,78,70,68,80,80,92,76,94,80,90,77,98,90,88,77,65,77,75,92,86,85,50,80,7,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,3,1,1,1,33,75,Hungary,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Real Madrid,23
4503,Butragueno !,BUTRAGUENO  ,0,0,0,0,0,0,0,0,1,0,0,1,12,170,R,B,5,5,94,40,71,83,82,87,98,96,85,86,83,80,80,77,95,78,94,62,64,75,75,85,97,85,50,85,7,6,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,2,1,1,1,27,68,Spain,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Real Madrid,6
4504,Laudrup B.,LAUDRUP B.,0,0,0,0,0,0,0,1,0,1,1,1,12,186,R,R,5,5,87,35,80,77,92,95,84,90,92,95,84,85,82,85,88,86,86,75,72,77,75,90,92,68,50,66,6,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,A,1,1,1,1,23,72,Denmark,1,0,1,-4,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Glasgow Rangers,1
4505,Fran,F  R  A  N,0,0,0,0,0,0,0,1,0,0,0,0,8,175,L,L,3,3,81,55,73,78,76,73,73,76,87,74,86,83,91,85,72,81,70,82,88,65,72,89,73,90,50,83,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,32,72,Spain,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Deportivo,32
4506,De Boer F.,DE BOER F.,0,0,1,0,1,0,0,0,0,0,0,0,3,180,L,B,4,4,60,88,80,82,72,70,86,72,76,70,86,78,90,86,72,82,70,88,85,86,82,86,65,88,50,85,7,6,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,A,3,2,1,1,25,79,Netherlands,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Ajax,29
4507,Stoichkov,STOICHKOV,0,0,0,0,0,0,0,0,0,1,1,1,12,178,L,B,4,3,95,40,81,87,86,92,89,81,91,90,86,85,94,95,93,98,88,85,74,84,75,90,85,85,50,65,4,4,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,A,3,1,1,1,28,74,Bulgaria,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Barcellona,17
4508,Adu,A    D    U,0,0,0,0,0,1,0,1,0,0,0,1,12,177,L,L,5,5,69,27,57,69,80,84,70,85,79,81,69,62,72,69,69,73,65,68,71,58,80,82,80,58,50,55,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,2,2,1,1,17,68,United States,4,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Benfica,27
4509,Mijatovic,MIJATOVIC,0,0,0,0,0,0,0,0,0,0,1,1,12,177,R,B,6,6,90,45,73,75,80,84,86,80,84,76,82,77,78,77,91,78,86,80,81,75,74,92,80,74,50,74,6,5,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,1,1,1,1,29,71,Serbia and Montenegro,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Partizan,23
4510,Bremner,B R E M N E R,0,0,0,0,1,0,1,0,0,0,0,0,7,166,R,B,5,5,75,77,71,87,72,71,75,76,85,70,88,67,86,65,65,83,65,74,75,71,72,88,62,92,50,85,7,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,A,1,1,1,1,32,63,Scotland,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Leeds United,12
4511,Hassler,H A S S L E R,0,0,0,0,0,0,0,1,1,0,0,0,9,166,R,B,6,6,80,50,72,82,78,82,80,86,88,84,86,82,88,82,78,76,82,90,90,58,62,88,68,80,50,84,8,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,A,3,2,1,1,26,65,Germany,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Roma,7
4512,Andersson K.,ANDERSSON K.,0,0,0,0,0,0,0,0,0,0,0,1,12,193,R,B,5,4,90,32,94,79,73,72,84,72,73,67,75,73,72,74,85,90,78,58,58,97,85,78,79,81,50,77,6,6,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,92,Sweden,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Bologna,9
4513,Cardozo,C A R D O Z O,0,0,0,0,0,0,0,0,0,0,0,1,12,183,R,B,5,5,90,38,81,77,77,80,89,78,80,74,72,70,67,69,85,80,86,60,60,86,84,81,85,83,50,78,6,6,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,35,80,Paraguay,3,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Benfica,28
4514,Bakero,B A K E R O,0,0,0,0,0,0,0,0,1,0,1,1,9,172,R,B,6,6,85,60,78,95,80,83,85,84,85,80,84,82,82,80,83,88,83,62,65,85,82,83,82,86,50,83,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,31,72,Spain,1,0,1,3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Real Sociedad,16
4515,Chilavert,CHILAVERT,1,0,0,0,0,0,0,0,0,0,0,0,0,192,R,B,5,5,50,91,93,60,65,62,94,65,67,62,66,70,87,84,70,88,63,83,87,50,75,78,78,95,92,83,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,1,2,1,4,33,90,Paraguay,3,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Velez Sarsfield,4
4516,Higuita,H I G U I T A,1,0,0,0,0,0,0,0,0,0,0,0,0,176,R,B,5,5,50,78,78,58,67,70,90,80,65,58,63,58,62,64,50,79,58,65,58,49,83,70,68,76,76,74,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,A,2,2,1,2,24,82,Colombia,3,0,1,0,-2,0,1,1,2,0,1,1,0,-1,N,None,0,0,,0
4517,Romario,R O M A R I O,0,0,0,0,0,0,0,0,0,0,0,1,12,169,R,B,5,5,82,25,72,69,72,78,87,71,81,70,75,73,67,73,85,79,85,61,63,80,73,87,90,90,50,75,6,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,40,76,Brazil,3,0,1,-4,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Barcellona,19
4518,Campos,C A M P O S,1,0,0,0,0,0,0,0,0,0,0,1,0,175,R,B,5,5,65,87,72,60,80,80,92,80,74,72,64,61,66,65,65,75,68,49,42,60,96,78,86,72,76,72,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,3,28,70,Mexico,3,0,1,-4,0,0,0,0,0,0,0,0,0,0,N,None,0,0,,0
4519,Hughes M. NEW,HUGHES M. NEW,0,0,0,0,0,0,0,0,1,0,0,1,12,179,R,B,5,5,88,46,82,81,81,78,79,76,85,76,86,77,85,76,86,83,93,82,84,77,81,88,78,77,50,78,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,27,83,Wales,1,0,1,-6,-1,0,-2,-2,-1,0,-1,1,0,-2,N,None,0,0,Manchester United,23
4520,Signori,S I G N O R I,0,0,0,0,0,0,0,0,0,1,1,1,11,170,L,L,4,4,94,34,77,79,83,87,91,85,86,83,76,76,81,79,92,90,92,90,89,66,70,92,80,86,50,78,6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,B,1,1,2,1,26,68,Italy,1,0,1,2,0,0,0,0,0,0,0,0,0,0,R,White,0,0,Lazio,20
4521,Vonlanthen,VONLANTHEN,0,0,0,0,0,0,0,0,1,1,1,1,11,175,R,B,5,5,78,48,72,80,84,86,82,86,85,84,80,78,78,76,80,78,82,75,78,62,72,84,72,78,50,76,4,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,72,Switzerland,3,0,1,-2,0,0,0,0,0,0,0,0,0,0,L,White,0,0,Young Boys,3
4522,Overmars,O V E R M A R S,0,0,0,0,0,0,0,1,0,1,0,0,10,173,R,L,7,7,80,38,78,78,93,95,78,86,86,94,74,82,68,78,76,78,76,68,72,65,70,82,78,78,50,76,6,6,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,22,72,Netherlands,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Ajax,31
4523,Desailly,DESAILLY,0,0,1,0,1,0,0,0,0,0,0,0,3,185,R,B,5,5,64,90,89,86,79,77,88,71,73,69,78,78,77,76,60,86,66,55,52,88,83,75,89,89,50,85,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,A,1,1,1,1,26,85,France,4,0,1,-2,-2,0,1,0,0,0,0,0,0,4,N,None,0,0,Milan,17
4524,Dahlin,D A H L I N,0,0,0,0,0,0,0,0,0,0,0,1,12,184,R,B,5,5,85,40,85,80,78,76,87,80,81,83,71,70,70,72,84,90,86,60,53,86,90,84,90,70,50,70,6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,84,Sweden,3,0,1,1,-1,0,0,2,0,0,0,1,0,2,N,None,0,0,Borussia M'Gladbach,21
4525,Laudrup M.,LAUDRUP M.,0,0,0,0,0,0,0,0,1,0,1,0,9,183,R,B,7,7,88,52,83,83,84,90,85,83,96,86,95,86,89,87,87,85,86,80,84,76,75,93,79,80,50,80,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,2,1,1,1,28,75,Denmark,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Barcellona,1
4526,Djorkaeff,DJORKAEFF,0,0,0,0,0,0,0,1,1,0,1,0,9,179,R,R,5,5,83,52,79,79,78,79,83,81,85,79,84,79,82,78,83,81,85,82,83,69,71,86,75,81,50,80,6,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,A,3,2,1,1,28,74,France,1,0,1,-2,-3,0,3,1,0,0,2,3,2,-2,N,None,0,0,Inter,25
4527,Ostlund NEW,OSTLUND NEW,0,0,0,1,0,0,0,0,0,0,0,0,4,180,R,R,5,5,64,69,80,84,80,74,73,74,72,77,70,67,73,75,62,82,65,58,67,72,78,69,64,75,50,75,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,27,77,Sweden,1,0,1,0,0,0,1,1,0,0,0,-1,-2,2,N,None,0,0,Feyenoord,12
4528,Le Tissier,LE TISSIER,0,0,0,0,0,0,0,0,1,0,1,1,11,186,R,B,6,6,83,39,75,77,80,77,86,77,88,80,83,77,83,78,81,83,87,84,86,74,69,96,75,82,50,70,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,89,England,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Southampton,8
4529,Luis Enrique,LUIS ENRIQUE,0,0,0,1,0,0,1,1,1,0,1,0,8,180,R,B,7,6,83,72,78,87,86,84,88,88,86,81,79,81,81,82,81,80,84,63,66,77,71,82,83,96,50,89,7,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,1,1,1,1,28,73,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Barcellona,3
